date,code,name,open,high,low,close,volume,amount,market_cap
2026-03-25,600000,样本001,26.72432433147319,28.21405082878777,26.344783402635755,28.156945565352736,453954,12781958.067174137,585664467.759337
2026-03-26,600000,样本001,27.845267599380087,28.446515236141583,26.92068084581832,27.293247996125867,642840,17545191.541829553,567699558.3194181
2026-03-27,600000,样本001,27.364026609284565,29.126263003611,27.16160762830056,28.34701164592701,3274059,92809788.60245216,589617842.2352818
2026-03-30,600000,样本001,27.96341107839669,28.385661198570208,27.837722505640464,27.94093659594982,1575174,44011836.86158866,581171481.1957563
2026-03-31,600000,样本001,27.7019367022958,27.85460500163455,26.748278816902705,27.296834273146324,2273746,62066067.74122936,567774152.8814435
2026-04-01,600000,样本001,27.377834729394557,27.88199504311689,26.861598066312457,27.45683053548245,4382423,120327445.6458006,571102075.1380349
2026-04-02,600000,样本001,27.595081406094664,28.318158731463868,27.2654076975288,27.412920402749563,1263208,34628220.35611647,570188744.377191
2026-04-03,600000,样本001,27.519270769935737,28.296627950472992,26.08929461673644,26.271090972655596,7765279,204002351.03705204,546438692.2312365
2026-04-06,600000,样本001,26.23170036199587,27.147188290537517,25.511674889443327,26.748065655965156,516125,13805345.386685014,556359765.6440753
2026-04-07,600000,样本001,27.35196490111364,27.406448553373583,26.99436102384772,27.18729614104025,3827494,104059212.85605472,565495759.7336372
2026-04-08,600000,样本001,27.139230851962505,27.838285506598066,26.5195854044288,27.16276349353413,5720222,155377037.3165108,564985480.6655099
2026-04-09,600000,样本001,27.451408764346976,28.548005425449052,27.2029917679499,27.93154254531646,1507597,42109509.74669146,580976084.9425824
2026-04-10,600000,样本001,27.822941338964505,28.62158168688272,27.324930579042324,27.853285691489784,2769586,77142070.10515043,579348342.3829875
2026-04-13,600000,样本001,27.800020348092804,28.85895818120363,27.72366419514194,28.42031925431669,7730336,219698617.06313747,591142640.4897872
2026-04-14,600000,样本001,28.470149976593525,28.71094118281345,27.20683861002042,27.877398738074884,5682167,158404035.15533075,579849893.7519575
2026-04-15,600000,样本001,27.539139361017263,28.4025955288357,27.196204014422065,28.03796902749959,5598544,156971803.27109367,583189755.7719915
2026-04-16,600000,样本001,28.41584018583633,28.986706221202898,26.553272837390296,26.720842506998537,4503259,120330874.50722373,555793524.1455696
2026-04-17,600000,样本001,26.41984368347321,27.116099974724158,26.407611974612777,26.536664944038016,7675130,203672353.2119345,551962630.8359908
2026-04-20,600000,样本001,26.580142932287767,27.154628586133757,25.710443723297143,26.1205087039283,5900621,154127222.18908212,543306581.0417087
2026-04-21,600000,样本001,26.400579993128865,26.84261178884195,24.608237873900848,25.31616432753521,508923,12883978.298062203,526576218.0127323
2026-04-22,600000,样本001,25.30362793056778,25.72170480873137,24.982571871783907,25.038277856983843,4827181,120864299.14395311,520796179.42526394
2026-04-23,600000,样本001,24.715402610685828,25.36691858029217,24.263140276994484,24.408008230817863,3743467,91370573.34779504,507686571.20101154
2026-04-24,600000,样本001,24.24936686929405,24.82785604458795,23.66225641736841,24.42235290967846,3833366,93619817.28396247,507984940.52131194
2026-04-27,600000,样本001,24.231897788038037,25.865041177493403,23.765316206652532,25.34936539785769,3367804,85371694.18436673,527266800.2754399
2026-04-28,600000,样本001,25.31007829910596,26.3090888126253,25.021216787948177,25.734469815294247,3839645,98811228.35394548,535276972.15812033
2026-04-29,600000,样本001,25.747840202710865,26.008948461107785,25.04464687944889,25.681669603754024,3171508,81449620.60166271,534178727.7580837
2026-04-30,600000,样本001,25.84898389900278,26.19584274711853,24.06311432491866,24.588992422368417,468239,11513525.222857364,511451042.3852631
2026-05-01,600000,样本001,24.860869213069293,25.293104778202,24.24062574288921,24.653191347869274,5384963,132756523.24019615,512786380.0356809
2026-05-04,600000,样本001,24.74673243120758,25.05900846120496,23.83743583709975,23.96937551981706,2482607,59506539.45112647,498563010.8121948
2026-05-05,600000,样本001,24.073110206629156,24.79462375233605,23.279777935659524,23.528629860066857,3689558,86810244.52924855,489395501.08939064
2026-05-06,600000,样本001,23.96654537474457,24.648081004214458,21.86167657454137,22.46075400118949,3141682,70564546.551965,467183683.2247414
2026-05-07,600000,样本001,22.47191395909362,22.89605907851624,22.009751308889893,22.56180592003354,771673,17410336.45973004,469285563.1366976
2026-05-08,600000,样本001,22.260671463654614,22.5413179524406,21.4557265635181,22.00229588201242,6655118,146427875.3657067,457647754.34585834
2026-05-11,600000,样本001,21.92423247260884,22.22551540617449,21.010479931658075,21.248477545986564,4457934,94724310.50049008,441968332.9565205
2026-05-12,600000,样本001,21.469539725515208,21.924605151209608,20.20944410943708,20.68764776487408,642323,13288151.975277215,430303073.5093808
2026-05-13,600000,样本001,20.97434528951274,21.254474601292173,20.15472929805154,20.19256243409245,5526723,111598699.23343477,420005298.629123
2026-05-14,600000,样本001,20.11307305676585,20.34032413795677,18.87874057087561,19.246638244255884,2213452,42601509.91502468,400330075.4805224
2026-05-15,600000,样本001,19.23388274928915,19.597987756213044,18.602407325978778,18.716484961524007,7703998,144191762.71061102,389302887.19969934
2026-05-18,600000,样本001,18.573059423412907,18.80524146270904,18.53546220549688,18.661744377449757,3498798,65293673.90433245,388164283.05095494
2026-05-19,600000,样本001,18.4670455714295,18.753098293079045,18.391183740901536,18.64371239606674,2707137,50471083.64475092,387789217.8381882
2026-05-20,600000,样本001,18.508125168533397,19.082011286790944,18.14367218158232,18.56776721685569,5043072,93638586.95384283,386209558.1105983
2026-05-21,600000,样本001,18.56694434852221,18.87837166400356,18.423788527762795,18.685626738132807,3613446,67519503.19439904,388661036.1531624
2026-05-22,600000,样本001,18.63062492142414,18.87729375917224,18.05367121583162,18.40698778143028,1258573,23166537.83303805,382865345.8537499
2026-05-25,600000,样本001,18.328883752931937,18.49939099600305,17.800072027830485,18.34347254038254,401172,7358887.565970344,381544228.8399568
2026-05-26,600000,样本001,18.360290825213696,18.62156585603928,18.091039622818045,18.09922379057108,3773751,68301963.8788914,376463854.8438785
2026-05-27,600000,样本001,18.07360201677078,18.73661000723959,17.973799285611587,18.3015238869795,5013604,91756593.36585596,380671696.8491736
2026-05-28,600000,样本001,18.34600344690864,18.97522197938104,18.257439057783323,18.52134959309555,7405719,137163910.58723,385244071.53638744
2026-05-29,600000,样本001,18.63934139373207,18.66699135848454,18.044116823841705,18.410471506760956,4882711,89893011.74124828,382937807.3406279
2026-06-01,600000,样本001,18.62577663052168,19.20114155207325,18.13059332565836,18.66724562757461,1091985,20384352.216627058,388278709.05355185
2026-06-02,600000,样本001,18.639757242840137,19.59298989340787,18.128042924877477,19.11644713944317,7920512,151412048.96532533,397622100.50041795
2026-06-03,600000,样本001,18.99506555842533,19.38165628594405,18.18987969278728,18.5064219174947,7628898,141183605.15353146,384933575.88388973
2026-06-04,600000,样本001,18.80141979086222,19.62172215306849,18.790893134507844,19.324390944340017,5848185,113012613.25482512,401947331.64227235
2026-06-05,600000,样本001,19.40658885434709,19.902319157546412,18.567936564679677,18.998553656813723,2826139,53692553.43311388,395169916.06172544
2026-06-08,600000,样本001,18.98789992903779,19.09286820854709,18.471244097100804,18.64120605518169,3690622,68797645.17378676,387737085.9477792
2025-12-23,600001,样本002,56.2427836669816,57.3909162826605,54.20985421961737,55.6343601871596,3345376,186117853.34547925,1157194691.8929198
2025-12-24,600001,样本002,55.80594190957231,56.21691224237249,55.347889998883296,55.58548493882809,6436034,357750070.9727855,1156178086.7276242
2025-12-25,600001,样本002,54.33202391204259,54.849128995973246,52.801132481840185,54.41233644410631,2294596,124854329.55530056,1131776598.0374112
2025-12-26,600001,样本002,54.40424208036262,55.73448434233946,53.432907290599125,53.62206988457634,4225120,226559679.9107212,1115339053.5991879
2025-12-29,600001,样本002,53.987841372702114,55.758172879048615,53.85114656850208,54.3770688258555,2339201,127198893.77451,1131043031.5777946
2025-12-30,600001,样本002,54.80498663935639,55.32914834177513,53.77097457802873,54.81477161197582,3746740,205376697.38945428,1140147249.529097
2025-12-31,600001,样本002,54.727469602086416,58.83224634443331,53.68380446213395,57.524601807717545,5975343,343729226.73953235,1196511717.600525
2026-01-01,600001,样本002,58.369844742573285,59.592855427498186,56.84123817773505,57.509770090660346,406327,23367772.351627745,1196203217.8857353
2026-01-02,600001,样本002,58.11089693030932,59.02967537255659,56.83686105042222,58.66931905989973,2373730,139265122.73205578,1220321836.4459143
2026-01-05,600001,样本002,57.77612105074848,58.55275709253253,57.23370561872101,57.73252602759959,2582830,149113300.19986504,1200836541.3740714
2026-01-06,600001,样本002,58.32655818730507,58.80093898505934,56.77900796312813,57.07517523562752,691912,39490998.64763351,1187163644.9010525
2026-01-07,600001,样本002,57.19198712171901,58.459539728394496,54.3383016244384,55.88496456445748,2329280,130171730.26069953,1162407262.9407156
2026-01-08,600001,样本002,55.92568547972533,56.05170037515281,54.41876979511685,54.623401701632375,7101279,387896015.4123663,1136166755.3939533
2026-01-09,600001,样本002,54.27787974465529,56.01301964298418,53.309323867719954,55.9013610154752,6949433,388482762.9858569,1162748309.121884
2026-01-12,600001,样本002,55.93670353946846,59.64210332329845,55.31747626151157,58.72299432128465,6128327,359873711.6199754,1221438281.8827207
2026-01-13,600001,样本002,58.79162717173013,60.22492492148385,56.51156737300867,57.31900219755258,3734572,214061940.67491832,1192235245.7090936
2026-01-14,600001,样本002,57.70041962357047,57.77264103231239,54.63833398466178,55.288864143600975,1396313,77200559.75894392,1150008374.1869004
2026-01-15,600001,样本002,55.10370019020717,57.77923449811814,54.14587515238134,56.17229847442321,5247493,294763743.0384465,1168383808.2680027
2026-01-16,600001,样本002,56.8080381332337,58.09004418372759,53.7936813617152,54.76179016968362,6461671,353852671.44752973,1139045235.5294194
2026-01-19,600001,样本002,55.14540734790613,56.10944764776905,53.68314660689587,54.4856148513682,1494297,81417690.81555495,1133300788.9084585
2026-01-20,600001,样本002,55.006322371969,58.19711311863576,54.10705833975308,57.96221366604538,5922759,343296222.65049326,1205614044.253744
2026-01-21,600001,样本002,57.74983238063865,58.39480632008247,56.71557888458375,57.65248688720601,5555950,320314334.52097225,1199171727.253885
2026-01-22,600001,样本002,58.76183784576311,60.20365307424626,55.37042477128805,56.94880600039191,990084,56384101.64009202,1184535164.8081517
2026-01-23,600001,样本002,57.31197411353613,58.877070232858784,54.01918386344806,54.09102825025326,2792871,151069264.16031307,1125093387.6052678
2026-01-26,600001,样本002,53.17662926214867,55.14003417126232,53.064681968487854,53.6565531976203,1535977,82415231.61082123,1116056306.510502
2026-01-27,600001,样本002,53.47327622563992,54.669208106603456,52.178237172046,52.87248360901597,1300866,68780016.26252617,1099747659.0675323
2026-01-28,600001,样本002,53.919275155966666,55.59243825184421,53.731079030517726,54.36798083361423,6504031,353611032.7492328,1130854001.339176
2026-01-29,600001,样本002,54.09512172382039,54.11576677410161,51.37583189680455,52.75474083189615,1466020,77339505.15437639,1097298609.3034399
2026-01-30,600001,样本002,52.91161510561039,53.71778107917475,50.53714396478872,50.78915635711643,1285124,65270363.774282895,1056414452.2280217
2026-02-02,600001,样本002,50.4780872780832,50.80601024769698,49.9335174541075,50.12917918431672,3825416,191764964.1185521,1042686927.0337877
2026-02-03,600001,样本002,50.791795495778565,53.07979094731074,50.74012340452893,52.636258570933805,2782659,146468758.6387361,1094834178.275423
2026-02-04,600001,样本002,52.60000507952287,53.2383825691172,51.39762404275241,52.58871808850655,3372114,177335152.50830618,1093845336.2409363
2026-02-05,600001,样本002,52.01834132082752,52.99399200427002,50.86983306564492,52.504862525400654,2174312,114161952.64732894,1092101140.5283337
2026-02-06,600001,样本002,52.78438490876536,53.738419006444296,50.752207776922816,52.21784395307395,1338031,69869093.96237549,1086131154.2239382
2026-02-09,600001,样本002,52.3587473451495,53.653879552989736,50.830932636595705,53.44271248924573,5626997,300721982.8488482,1111608419.7763112
2026-02-10,600001,样本002,53.16477903199805,53.74570148901076,53.01699279985529,53.57998797253792,2786097,149279043.75032398,1114463749.8287888
2026-02-11,600001,样本002,53.93551242282628,55.42123176456659,51.92738199791717,52.89797236964018,723002,38245339.819194585,1100277825.2885158
2026-02-12,600001,样本002,52.74283326806323,54.82913524061409,51.57636716450951,53.91688651312,5493228,296177750.66669315,1121471239.4728959
2026-02-13,600001,样本002,53.717276230596994,55.02720760253734,50.513575264751566,51.14432749535025,6309798,322710375.341506,1063802011.9032851
2026-02-16,600001,样本002,51.95593654655775,52.37061014302801,50.86810025405273,51.56882508830184,7553678,389534299.5553536,1072631561.8366784
2026-02-17,600001,样本002,50.94080696245516,52.37765781220997,49.79549947538084,50.40932039412858,3123175,157437129.22193253,1048513864.1978744
2026-02-18,600001,样本002,49.41254019557842,51.04646902806776,48.84016658671623,50.36920700352769,3575870,180113736.24770457,1047679505.673376
2026-02-19,600001,样本002,50.68736648411846,51.833904289654,49.67183590223131,50.52751936627261,5440747,274907449.4094896,1050972402.8184702
2026-02-20,600001,样本002,50.73461495248061,51.40604771819032,50.31162732804415,51.04803823679689,2570614,131224801.7640454,1061799195.3253753
2026-02-23,600001,样本002,50.35445152028579,51.83619387897907,49.393233023602,51.33843357985834,1655249,84977890.84462693,1067839418.4610535
2026-02-24,600001,样本002,51.19402508940297,52.355789528560365,48.73363864297873,49.17081329976882,5161121,253776517.10851613,1022752916.6351914
2026-02-25,600001,样本002,49.44206814876809,50.29933185167221,48.03920176336796,48.40722035783689,2916076,141159133.51219958,1006870183.4430073
2026-02-26,600001,样本002,47.919448297159455,51.78203393125776,46.90367787223748,51.54360752557658,824228,42483684.54359093,1072107036.5319929
2026-02-27,600001,样本002,51.2939524309736,51.6841170220445,49.7889584995194,50.08994982898204,7933691,397398184.1486464,1041870956.4428265
2026-03-02,600001,样本002,49.037840366409306,50.99106480437226,47.64016209096585,49.51939663880804,530328,26261522.58066579,1030003450.0872072
2026-03-03,600001,样本002,48.64093804456223,50.353329545836594,48.15076971919773,49.31418827652606,2757687,135993095.92572832,1025735116.1517421
2026-03-04,600001,样本002,48.87658902561096,50.05433420280855,48.76531594577543,49.24176069892039,1779353,87618474.6249061,1024228622.537544
2026-03-05,600001,样本002,49.9549514215899,50.0011994758141,46.93633527398463,48.278855013574734,3594627,173544475.7608811,1004200184.2823545
2026-03-06,600001,样本002,47.98845574845558,49.449321841584016,47.63571576806777,49.43531383927153,7693847,380347741.07633775,1028254527.8568478
2026-03-09,600001,样本002,49.39338328113322,49.531491287405984,48.37462938675117,48.84064362640942,417873,20409186.274098583,1015885387.4293159
2026-03-10,600001,样本002,48.70406476502997,48.888405284773135,45.85101307213323,46.7388853269468,983454,45965543.73032714,972168814.8004935
2026-03-11,600001,样本002,47.11883365812304,47.60661407101885,46.6481208572557,47.13229479554694,875007,41241087.87216714,980351731.7473763
2026-03-12,600001,样本002,47.251801424940375,48.85554982431203,46.37587657786104,48.066585655901925,982969,47247963.63559626,999784981.64276
2026-03-13,600001,样本002,48.28779173275653,49.6672270584719,46.78149255190802,47.9571111736006,5197665,249264998.2481328,997507912.4108925
2026-03-16,600001,样本002,48.0148856486902,49.29791484063881,47.55231826337948,47.64788194472021,1206832,57502988.66311058,991075944.4501804
2026-03-17,600001,样本002,47.187118210782586,49.86610761430542,46.54668880967336,48.71656618996342,1581035,77022596.22614881,1013304576.7512392
2026-03-18,600001,样本002,48.20010734501344,50.39950294234178,47.84708661889401,48.96336228950943,6955395,340559525.25164247,1018437935.6217963
2026-03-19,600001,样本002,49.3257886705785,50.073302752940286,48.70760989359662,48.71954839733753,3653172,177980890.05779836,1013366606.6646206
2026-03-20,600001,样本002,49.23368315948453,49.97598636167336,45.908504917334106,47.13716234136912,7193855,339097910.99526995,980452976.7004777
2026-03-23,600001,样本002,47.2677984506719,48.599517221605865,45.666953407824046,46.36803469732797,952821,44180437.188342735,964455121.7044218
2026-03-24,600001,样本002,45.37859466978343,46.582028531423326,45.30441023349599,45.786492398484526,4187792,191744306.5744343,952359041.8884782
2026-03-25,600001,样本002,46.26097588214595,47.5811906693235,44.58158385698663,45.887692636849245,1174747,53906429.26206074,954464006.8464643
2026-03-26,600001,样本002,45.80117145226775,47.4216259891288,44.94411346566275,46.264062407766176,5892674,272619037.6846212,962292498.0815364
2026-03-27,600001,样本002,45.754813748104425,46.87731489460975,45.52867482970523,45.5478335904374,5648177,257262226.08533597,947394938.6810979
2026-03-30,600001,样本002,45.97190780229755,47.31676981672244,44.43179960827071,45.162119665300345,644200,29093437.48838648,939372089.0382472
2026-03-31,600001,样本002,44.870992676813934,46.06917993844907,44.530887971465766,45.99094011561672,343021,15775858.269398963,956611554.4048278
2026-04-01,600001,样本002,46.021769904029085,46.71719108552141,45.04472049911848,45.44807693007362,5323094,241924385.6180133,945320000.1455313
2026-04-02,600001,样本002,45.54525725096623,48.081881460164,44.871651562707946,46.73577687996884,3830042,178999988.35290962,972104159.1033518
2026-04-03,600001,样本002,46.35006462910228,50.60293790303781,45.950562841399815,49.41243566995923,5815725,287369137.43667364,1027778661.9351519
2026-04-06,600001,样本002,48.446812326795,52.96922807939832,48.36785644632669,51.53771409051723,6496586,334819191.83245695,1071984453.0827583
2026-04-07,600001,样本002,51.501191720293946,53.064319085799866,51.39394766277283,52.51250384710555,2215353,116333732.93519682,1092260080.0197954
2026-04-08,600001,样本002,51.32598526724192,54.96959399907346,49.84432724600439,53.88741506317233,7850053,423019064.2789011,1120858233.3139844
2026-04-09,600001,样本002,53.40847057737464,53.89246090021436,51.854034206112544,53.60627845763904,1781240,95485647.43988496,1115010591.9188921
2026-04-10,600001,样本002,53.591961424232174,54.59184001854704,50.72673145931887,51.53266115511017,1763316,90868365.93738423,1071879352.0262915
2026-04-13,600001,样本002,52.07264882907568,52.26929708741071,51.178259262934965,51.37583713874244,6449133,331329606.6940895,1068617412.4858427
2026-04-14,600001,样本002,51.20042232948424,52.78191037101318,50.79547915471631,52.76092042968827,1248624,65878551.51059909,1097427144.937516
2026-04-15,600001,样本002,53.30330588905221,53.97859607333264,50.935199716335084,51.599641742372725,1803778,93074298.5827736,1073272548.2413527
2026-04-16,600001,样本002,51.80170233558805,52.71202186491957,51.08153325025008,52.088295448761066,7254510,377875060.2159916,1083436545.3342302
2026-04-17,600001,样本002,52.58789456520518,54.933421693317605,51.17681466565206,54.42826956477281,3273820,178188357.46654454,1132108006.9472744
2026-04-20,600001,样本002,54.45519040833917,55.63946715598976,54.30104054849868,54.538721575877176,1267319,69117958.08881909,1134405408.7782452
2026-04-21,600001,样本002,54.74150721526142,55.23561269200771,50.05896318304841,51.5416532131061,317827,16381329.015761873,1072066386.8326069
2026-04-22,600001,样本002,50.80357355498718,52.05333271324368,50.08425384162775,51.9187736275523,4821015,250301186.44003403,1079910491.4530878
2026-04-23,600001,样本002,52.74474058684866,54.0279506250683,49.46643725686936,50.68979186367283,4584379,232381217.33419257,1054347670.7643949
2026-04-24,600001,样本002,50.52771945974443,52.05914578856897,49.878500418536525,51.09419521650791,6938134,354498373.03429085,1062759260.5033646
2026-04-27,600001,样本002,51.15773542190343,51.54435245158314,50.29283594089456,51.36845142032304,6178294,317369395.19947326,1068463789.5427192
2026-04-28,600001,样本002,51.34600009353812,54.02368515835749,50.237027930205606,52.4626084801584,3505268,183895502.7020279,1091222256.3872948
